image1,image2,label
verification_dataset/authentic_BrandY/IMG_0913_png.rf.1a472fccb1f0ecf1c019102b8f5b8eeb_1.jpg,verification_dataset/authentic_BrandY/IMG_2007_png.rf.1ca4b2f7ea574f56410bbc8aefe08bd6_1.jpg,1
verification_dataset/counterfeit_BrandW/IMG_0188_png.rf.2c8be90bcd0de728b6c3ef0726f1e0f0_1.jpg,verification_dataset/authentic_BrandY/IMG_1908_png.rf.15eb481ec7814350d5839059dbab325a_0.jpg,0
verification_dataset/counterfeit_BrandX/IMG_5594_png.rf.ba4bb2bcbe96a0d891ca7b20307c6e79_3.jpg,verification_dataset/counterfeit_BrandX/IMG_1661_png.rf.8066333f3f38e1e6393c7429e176af3d_0.jpg,1
verification_dataset/authentic_BrandZ/IMG_0747_png.rf.6c2b70d6f4522f06f944c7d94c26f957_0.jpg,verification_dataset/authentic_BrandZ/IMG_5395_png.rf.651e371209516ef8a3f351cd4ac21da7_0.jpg,1
verification_dataset/authentic_BrandZ/IMG_0774_png.rf.c5473e2f08f0667037c17c98c39f3362_1.jpg,verification_dataset/counterfeit_BrandZ/IMG_6775_png.rf.5c2309e0d6781653022919ec301f4e62_0.jpg,0
verification_dataset/authentic_BrandW/IMG_9910_png.rf.da9f79e48944df04a4f92cf82be3dcd7_1.jpg,verification_dataset/counterfeit_BrandZ/IMG_6149_png.rf.b77bfaac608d2e5cc7c5c323d67cf860_0.jpg,0
verification_dataset/authentic_BrandZ/IMG_0910_png.rf.bda10094e11790e42ac18e0747c41f97_0.jpg,verification_dataset/authentic_BrandY/IMG_1895_png.rf.1fa7ad1677a3796f280dd3033a0c5dd9_0.jpg,0
verification_dataset/counterfeit_BrandY/IMG_1974_png.rf.2dedffdd1e914b62f20c0d8cf792dc28_0.jpg,verification_dataset/counterfeit_BrandW/IMG_1117_png.rf.9c1a3648a5123a5f124ee8c10baaceb0_0.jpg,0
verification_dataset/counterfeit_BrandZ/IMG_1004_png.rf.755bb36d769897b454fc06f4395b0ee8_1.jpg,verification_dataset/counterfeit_BrandZ/IMG_5508_png.rf.09f70c64a660af209cf4ef514033059d_1.jpg,1
verification_dataset/counterfeit_BrandW/IMG_9988_png.rf.95af3fbb01f2283f3e81f4b6f2443e96_1.jpg,verification_dataset/counterfeit_BrandW/IMG_1466_png.rf.af7a43f4540c35dfd8ede532855b169b_0.jpg,1
verification_dataset/counterfeit_BrandY/IMG_0630_png.rf.d7ccaa1021a21393e00fc87925971321_0.jpg,verification_dataset/authentic_BrandZ/IMG_1016_png.rf.8820fccbf5b511b6cd63493ff41db9c6_0.jpg,0
verification_dataset/authentic_BrandY/IMG_0858_png.rf.c08b22a778f7e2fce9d677b24f2b603e_0.jpg,verification_dataset/authentic_BrandY/IMG_1299_png.rf.43ce3906dc8990d76687134b01f6953e_0.jpg,1
verification_dataset/counterfeit_BrandY/IMG_1303_png.rf.97be4a0a80e78300a54ab08a31abb5bb_1.jpg,verification_dataset/counterfeit_BrandY/IMG_2049_png.rf.4edd9ab8133bfe1b554a10bd10eb1663_0.jpg,1
verification_dataset/counterfeit_BrandW/IMG_1122_png.rf.10f5e7a6dbd4a8bcbc88df2df2fc4c3e_1.jpg,verification_dataset/counterfeit_BrandZ/IMG_1662_png.rf.a1bd6e5803e2c4131cc59cb53690cde4_1.jpg,0
verification_dataset/counterfeit_BrandW/IMG_1425_png.rf.f5af5aec33a3a387215c932aefc9754c_0.jpg,verification_dataset/counterfeit_BrandW/IMG_0122_png.rf.e31ca882f4860c70ae0ec8abe1bbbc37_1.jpg,1
verification_dataset/authentic_BrandZ/IMG_6042_png.rf.478656c7db9a354700e460bdc1f2ced4_1.jpg,verification_dataset/authentic_BrandZ/IMG_5953_png.rf.9ba84501b13caf941b919e7b3d9a110f_1.jpg,1
verification_dataset/authentic_BrandX/IMG_5088_png.rf.f352d4f21ba9546d927e6beebfffba05_1.jpg,verification_dataset/authentic_BrandY/IMG_0511_png.rf.bd2adce804b8e8aef9e41b14b18363d4_1.jpg,0
verification_dataset/counterfeit_BrandZ/IMG_1595_png.rf.a5ac673f9d0f82ce6dbe32cffb544d43_1.jpg,verification_dataset/counterfeit_BrandZ/IMG_5543_png.rf.f30a2927acb118a7ae86c28912ec70b3_2.jpg,1
verification_dataset/authentic_BrandY/IMG_2112_png.rf.12275ba491f862158c7ee1e0affc0e81_0.jpg,verification_dataset/authentic_BrandY/IMG_0933_png.rf.0e3488ce7d6855b63c366505c6bf2925_1.jpg,1
verification_dataset/counterfeit_BrandY/IMG_0692_png.rf.5e4764baf7df37b7e6fdc276498fd22e_1.jpg,verification_dataset/counterfeit_BrandW/IMG_0187_png.rf.62895eaf50f6888a4c274ec2fe3e09c7_1.jpg,0
verification_dataset/counterfeit_BrandX/IMG_5159_png.rf.22a4fcda5deb6e88d1ef870fe7d5db5c_0.jpg,verification_dataset/counterfeit_BrandX/IMG_5661_png.rf.7daea79738db3546d072e8820781be9b_1.jpg,1
verification_dataset/counterfeit_BrandX/IMG_6283_png.rf.3486f313e04692650fee4b758e83dc3d_0.jpg,verification_dataset/counterfeit_BrandZ/IMG_1109_png.rf.0c8403a1e2c536430e3a5cea5ad2ac11_1.jpg,0
verification_dataset/authentic_BrandZ/IMG_5992_png.rf.f0a8c9ae334acd64de7447b5e25d9e07_1.jpg,verification_dataset/authentic_BrandZ/IMG_1549_png.rf.de4bf4364c6a16004cbceff322e75c84_0.jpg,1
verification_dataset/authentic_BrandX/IMG_1553_png.rf.06e2854281123ee27be9acc8db20aad4_0.jpg,verification_dataset/authentic_BrandX/IMG_1669_png.rf.f6f12171ad8bb693c04c7c4390e8a9b8_0.jpg,1
verification_dataset/counterfeit_BrandW/IMG_0114_png.rf.13606e5bcd29f00c81897885750119e1_1.jpg,verification_dataset/counterfeit_BrandW/IMG_9966_png.rf.c1fff491efd7e77a86e8f91daa72fae7_1.jpg,1
verification_dataset/authentic_BrandZ/IMG_0778_png.rf.b6bacb3a35121f5ff70ceedee5501397_0.jpg,verification_dataset/authentic_BrandZ/IMG_0741_png.rf.f835ba3d55e646e0a922569911d168e3_0.jpg,1
verification_dataset/counterfeit_BrandX/IMG_1698_png.rf.023f6e141f6d5fa5687a55ad13ca5084_1.jpg,verification_dataset/authentic_BrandZ/IMG_6037_png.rf.1074e70745518cdbced77fc1fb2294c2_1.jpg,0
verification_dataset/counterfeit_BrandY/IMG_0475_png.rf.f22553a34b32cdeab228f54135bc5d86_0.jpg,verification_dataset/counterfeit_BrandX/IMG_0583_png.rf.e5f2aed62cfc57ef44b5092611a717ae_1.jpg,0
verification_dataset/counterfeit_BrandW/IMG_0285_png.rf.db46e407d36190cbb938aabc0e5957a4_1.jpg,verification_dataset/counterfeit_BrandW/IMG_0231_png.rf.533b0a92c88af227bca85bd3e651cacf_0.jpg,1
verification_dataset/authentic_BrandY/IMG_1337_png.rf.41e845e23c560eb7b3ae65ab6f498988_1.jpg,verification_dataset/authentic_BrandY/IMG_1011_png.rf.1fb31692d364af55cdd0256880f45586_0.jpg,1
verification_dataset/counterfeit_BrandW/IMG_9578_png.rf.d6dfae6d98ac36f0ca33752b50110939_0.jpg,verification_dataset/counterfeit_BrandW/IMG_1225_png.rf.62a30a55f967614a22f0d4f4e838c7de_1.jpg,1
verification_dataset/counterfeit_BrandX/IMG_1803_png.rf.67b4325c757a45e4207dfbb2abc029a9_1.jpg,verification_dataset/authentic_BrandW/IMG_1112_png.rf.978dec5a0b5124234f3809b5ffa16f95_0.jpg,0
verification_dataset/counterfeit_BrandW/IMG_1360_png.rf.56f3dc4ec54d2299f5c79db5355ef312_1.jpg,verification_dataset/counterfeit_BrandW/IMG_1178_png.rf.ebb1d2d8f36ed11f5cf1f7eb36ddc359_1.jpg,1
verification_dataset/counterfeit_BrandY/IMG_0757_png.rf.65a6eef7c74674c416a1e10923067fc6_0.jpg,verification_dataset/counterfeit_BrandY/IMG_2278_png.rf.c93155af55298c1f0bb1ed8c49a842cd_0.jpg,1
verification_dataset/authentic_BrandY/IMG_2206_png.rf.af29adedf0c333a8a70cf350b4dceed2_0.jpg,verification_dataset/authentic_BrandY/IMG_1713_png.rf.d57cfab4c76149d0c75e6935dda96e1f_0.jpg,1
verification_dataset/counterfeit_BrandZ/IMG_0826_png.rf.dc1c0f91377f91329478565def033713_1.jpg,verification_dataset/counterfeit_BrandZ/IMG_6714_png.rf.ff69d54efa4d18883ae0b6aef1f7a722_1.jpg,1
verification_dataset/authentic_BrandY/IMG_1026_png.rf.4a3065f0a462aa40bc0baad36a5fabed_0.jpg,verification_dataset/authentic_BrandY/IMG_1302_png.rf.23b00aff532b3f05d84b40c256090f95_0.jpg,1
verification_dataset/counterfeit_BrandZ/IMG_6746_png.rf.eabc0c1d655f882f3aab87b4b503aab2_1.jpg,verification_dataset/counterfeit_BrandZ/IMG_1070_png.rf.3f3c63936d4a20b28faef2cb087fa23a_0.jpg,1
verification_dataset/authentic_BrandZ/IMG_0919_png.rf.12607e0e043bf5530301de8cd503b7fc_1.jpg,verification_dataset/authentic_BrandZ/IMG_5349_png.rf.203114ad4d34a0a551d194c8ea4041bf_0.jpg,1
verification_dataset/counterfeit_BrandX/IMG_6263_png.rf.e3d6d655b6e730588ffbb5505a53db2d_1.jpg,verification_dataset/counterfeit_BrandZ/IMG_5346_png.rf.885a7f349bcb4cbd30edc19aee745cdf_1.jpg,0
verification_dataset/counterfeit_BrandZ/IMG_6799_png.rf.0656ac5bac5a14875d525b38bad782c3_1.jpg,verification_dataset/authentic_BrandY/IMG_0745_png.rf.b8ff5643947408dcf955e41e2cc4ec88_1.jpg,0
verification_dataset/authentic_BrandY/IMG_0852_png.rf.2efc4dfe9c782f33fa1d823571685cfe_1.jpg,verification_dataset/authentic_BrandW/IMG_1298_png.rf.cf9f5b14c45db86c91803b7d73c0e56b_0.jpg,0
verification_dataset/counterfeit_BrandZ/IMG_6169_png.rf.2eef7b359a67e87fd2e43a66927da631_1.jpg,verification_dataset/authentic_BrandW/IMG_0230_png.rf.226d7aab4f6e27aa86c65ac51aac4f43_0.jpg,0
verification_dataset/authentic_BrandZ/IMG_1605_png.rf.7ef094736d3fcd0805e6a5e7c68dc084_1.jpg,verification_dataset/authentic_BrandX/IMG_1129_png.rf.f1c1ce3c9a13088c2b779043f3739d39_0.jpg,0
verification_dataset/authentic_BrandY/IMG_0613_png.rf.a517834a9380783623bdbf7279238f41_0.jpg,verification_dataset/counterfeit_BrandZ/IMG_1032_png.rf.7ccc3591994b4cfabdacf2146049512d_0.jpg,0
verification_dataset/authentic_BrandZ/IMG_6220_png.rf.9262dc42caeccf3aeeec06221fe5040d_0.jpg,verification_dataset/counterfeit_BrandX/IMG_1703_png.rf.84378ed765ff03042e219ec9b8db6359_1.jpg,0
verification_dataset/authentic_BrandY/IMG_2318_png.rf.b890c28fac801018673ac31be8ea1241_1.jpg,verification_dataset/counterfeit_BrandW/IMG_0224_png.rf.bb7c1714ea6318baba81c1bc902d06bb_1.jpg,0
verification_dataset/authentic_BrandY/IMG_0636_png.rf.a77c11c313ed2bd74bc9273b8710799e_0.jpg,verification_dataset/authentic_BrandX/IMG_5657_png.rf.d81b92da19976e0d2e6d134ac6041b06_0.jpg,0
verification_dataset/counterfeit_BrandZ/IMG_1034_png.rf.9fa91bd1764c93c7340734c5073798df_1.jpg,verification_dataset/counterfeit_BrandY/IMG_1643_png.rf.67b4ac5d6d446ef58e90de1c66e06056_1.jpg,0
verification_dataset/authentic_BrandZ/IMG_0818_png.rf.8d2b06877ddfe01f4b87f307555953fd_0.jpg,verification_dataset/authentic_BrandZ/IMG_6207_png.rf.729a55377b836f61e4f1a05e3b45679f_1.jpg,1
verification_dataset/counterfeit_BrandZ/IMG_6125_png.rf.1ec95f62f0e33e8c84cbc41b629ff727_1.jpg,verification_dataset/authentic_BrandW/IMG_9724_png.rf.e79b2653ba8556282bb5e43832500312_0.jpg,0
verification_dataset/authentic_BrandY/IMG_2083_png.rf.98b586d3ff42b80e0356e2ce7c548c54_1.jpg,verification_dataset/counterfeit_BrandW/IMG_0242_png.rf.dff3133683909122f54456b6ff460352_1.jpg,0
verification_dataset/authentic_BrandW/IMG_0162_png.rf.3fb0f6ef838d379905dd6bbe2f771e78_1.jpg,verification_dataset/authentic_BrandW/IMG_1254_png.rf.c3d95193fe337db3a26c1192fc4833af_0.jpg,1
verification_dataset/authentic_BrandZ/IMG_1005_png.rf.4b6c5f48e14cc4488e6925e7653eb058_0.jpg,verification_dataset/authentic_BrandZ/IMG_6016_png.rf.44f4555fd3df3db40dde45e0e306e911_1.jpg,1
verification_dataset/authentic_BrandW/IMG_9979_png.rf.72fb73039e84c4e2260c155911e6d63b_0.jpg,verification_dataset/authentic_BrandW/IMG_0252_png.rf.5d00936e12f52939816763467ea5c095_0.jpg,1
verification_dataset/counterfeit_BrandX/IMG_1668_png.rf.96cadbe8d7fcc3059a2e26ba522088d6_1.jpg,verification_dataset/authentic_BrandY/IMG_1317_png.rf.01f0f89be46a76d906f67844bb9d51bc_0.jpg,0
verification_dataset/counterfeit_BrandY/IMG_1841_png.rf.6a4edeb3b6c3709c8a3b9a33d9a296fe_1.jpg,verification_dataset/counterfeit_BrandZ/IMG_0905_png.rf.095a67f78ae4591664138c5d4ae94f46_1.jpg,0
verification_dataset/authentic_BrandY/IMG_0898_png.rf.10af42ad1bd03032b75e931c2faf796a_0.jpg,verification_dataset/counterfeit_BrandW/IMG_1199_png.rf.9f89ca2e03ad872a303d615a3e3f7887_0.jpg,0
verification_dataset/counterfeit_BrandW/IMG_9628_png.rf.be2fa6343dbd109b4fc85e81f8691be4_0.jpg,verification_dataset/authentic_BrandZ/IMG_1060_png.rf.f6527006e6f80ad4f9f421f4cc0e365e_1.jpg,0
verification_dataset/authentic_BrandY/IMG_1908_png.rf.15eb481ec7814350d5839059dbab325a_0.jpg,verification_dataset/counterfeit_BrandZ/IMG_1039_png.rf.0f084805ee7d9fb4d03c7b44a0b2cc74_0.jpg,0
verification_dataset/counterfeit_BrandW/IMG_1272_png.rf.67c52ce680c701db2e0e2614ee9b91d5_1.jpg,verification_dataset/counterfeit_BrandW/IMG_9866_png.rf.324786190def9ae1c27bbe804c3fff71_1.jpg,1
verification_dataset/counterfeit_BrandW/IMG_0283_png.rf.aa006de4234d283f8a4868362ed5f6e1_1.jpg,verification_dataset/counterfeit_BrandW/IMG_9694_png.rf.65c02953ea79a24f50c2a15f7120ba91_0.jpg,1
verification_dataset/authentic_BrandW/IMG_9920_png.rf.4742a20bf956f469546a7f5521107089_0.jpg,verification_dataset/counterfeit_BrandY/IMG_0881_png.rf.42eb275e3cb7200ed205dafa73112668_1.jpg,0
verification_dataset/counterfeit_BrandX/IMG_1584_png.rf.63b7e8772b0a331b0e53182dfed8e0ab_1.jpg,verification_dataset/counterfeit_BrandX/IMG_0551_png.rf.b34bc2a60ab0517d103567cec2a459b8_0.jpg,1
verification_dataset/counterfeit_BrandX/IMG_1876_png.rf.c4ed979f9af21ce10d008fac7793a752_1.jpg,verification_dataset/counterfeit_BrandX/IMG_1249_png.rf.d1aff079b383e88f7baefed9781da1af_0.jpg,1
verification_dataset/counterfeit_BrandY/IMG_2215_png.rf.ecc7d86e1522ba82c356a66265672b7c_0.jpg,verification_dataset/counterfeit_BrandZ/IMG_6165_png.rf.e4017c87ee420de8d90db4d5b68e1a4a_1.jpg,0
verification_dataset/authentic_BrandX/IMG_0515_png.rf.355bfb34966e1acb3f84468803e58801_0.jpg,verification_dataset/authentic_BrandW/IMG_1171_png.rf.70827201d46d2f501d3dc1ebdc13b334_0.jpg,0
verification_dataset/counterfeit_BrandX/IMG_1628_png.rf.bff329f1a8b8e6e3c47438dd0a0f474a_1.jpg,verification_dataset/counterfeit_BrandX/IMG_1592_png.rf.2d4db22c09d1a1b612fc9f395f727219_1.jpg,1
verification_dataset/authentic_BrandW/IMG_0084_png.rf.e2c0872e3b9f794aec1b37ebe0d50095_0.jpg,verification_dataset/authentic_BrandW/IMG_9657_png.rf.a9f6f3e03c5c1f5712a321a3add2d471_0.jpg,1
verification_dataset/authentic_BrandY/IMG_0945_png.rf.aa350748db10525ddee3caa05a56c056_0.jpg,verification_dataset/authentic_BrandZ/IMG_1633_png.rf.f9a6710deb39d0af9ea4a277e65841f2_0.jpg,0
verification_dataset/counterfeit_BrandY/IMG_0795_png.rf.2eb3e45a9cdf84858c1490add202b169_0.jpg,verification_dataset/authentic_BrandZ/IMG_1095_png.rf.55b123bb374838c7dfe7d32b8d4cb45c_0.jpg,0
verification_dataset/authentic_BrandW/IMG_9717_png.rf.3176a81bcae3b1e15c6bb1048b0915a7_0.jpg,verification_dataset/authentic_BrandW/IMG_9656_png.rf.903f3484dc5af97595309158e723b40b_0.jpg,1
verification_dataset/authentic_BrandX/IMG_1696_png.rf.7e87f668a02c3c32ce5e6c4f636bd2bf_0.jpg,verification_dataset/counterfeit_BrandZ/IMG_1077_png.rf.ccce6e7ea15864950715bcb8114ee8ba_0.jpg,0
verification_dataset/authentic_BrandW/IMG_1154_png.rf.ed9ec181c6c3d7b088866f51bd950e5a_0.jpg,verification_dataset/counterfeit_BrandZ/IMG_5944_png.rf.9a70c38af04444f21369bbd3fa8b692d_1.jpg,0
verification_dataset/authentic_BrandY/IMG_0589_png.rf.d914d53bd29b9253dc782c158069f159_0.jpg,verification_dataset/authentic_BrandY/IMG_0711_png.rf.760dbe67c53389ee72c251b48f68cb1e_1.jpg,1
verification_dataset/counterfeit_BrandY/IMG_2312_png.rf.34e740546361131756bf58249e828365_0.jpg,verification_dataset/counterfeit_BrandY/IMG_2205_png.rf.f3592eb457dc10da63fa35d37b9c4daa_1.jpg,1
verification_dataset/counterfeit_BrandZ/IMG_5564_png.rf.40a7cb743a49a99be56a5160d103dc46_1.jpg,verification_dataset/counterfeit_BrandZ/IMG_1513_png.rf.2f95a6500207bb523ecc9d6243414d19_1.jpg,1
verification_dataset/authentic_BrandX/IMG_5642_png.rf.fe8e61c89a44ff1b7799d0a9aee25673_0.jpg,verification_dataset/authentic_BrandX/IMG_5054_png.rf.931d306ed04149adc02edbb14f99cfff_0.jpg,1
verification_dataset/authentic_BrandW/IMG_9861_png.rf.aee0e049ada0ce846ba6b13249a5bc8f_0.jpg,verification_dataset/authentic_BrandW/IMG_1217_png.rf.f93090d490d80f04d6cd5473bdc9553f_0.jpg,1
verification_dataset/counterfeit_BrandZ/IMG_5414_png.rf.da8a2edbddeef3052a422931314514a8_0.jpg,verification_dataset/counterfeit_BrandZ/IMG_1551_png.rf.9e0234c6d63cbb06c6258189c08b18fc_1.jpg,1
verification_dataset/authentic_BrandZ/IMG_5550_png.rf.09c20e8d633127b5dc0cfd4ddb925e61_1.jpg,verification_dataset/authentic_BrandZ/IMG_1087_png.rf.4cc78ffc7978d3105dcd53fb8173471f_0.jpg,1
verification_dataset/counterfeit_BrandZ/IMG_5549_png.rf.c0963bfd8152810140d9410ced8ba1ec_1.jpg,verification_dataset/counterfeit_BrandZ/IMG_6808_png.rf.040b508949e7f2865eb75f77402643d4_0.jpg,1
verification_dataset/authentic_BrandZ/IMG_6855_png.rf.d3adf4a3e4f5ce46094f8f6dda7aabe0_1.jpg,verification_dataset/authentic_BrandZ/IMG_6116_png.rf.0e2c84f452568973f22f068cd3c781d7_1.jpg,1
verification_dataset/authentic_BrandZ/IMG_6799_png.rf.0656ac5bac5a14875d525b38bad782c3_0.jpg,verification_dataset/authentic_BrandZ/IMG_1542_png.rf.7e2900568de3afdfae37554c148d7d28_0.jpg,1
verification_dataset/counterfeit_BrandW/IMG_9776_png.rf.d98a192bdfb93ba718c8c038421ec0f3_1.jpg,verification_dataset/counterfeit_BrandW/IMG_9804_png.rf.b96ec58326935e52f06d2a73c2344302_0.jpg,1
verification_dataset/authentic_BrandZ/IMG_5473-1-_png.rf.2a48db3ba4e9fafddaedd73f335ce81c_1.jpg,verification_dataset/authentic_BrandZ/IMG_1103_png.rf.0c4027c82e78ef17079dc5ff82ec40c3_0.jpg,1
verification_dataset/authentic_BrandZ/IMG_5416_png.rf.b07fd8eb00bed8d86414c57735954de3_0.jpg,verification_dataset/counterfeit_BrandZ/IMG_6050_png.rf.da5435d8c6c28fbf1b71d9a69340530b_0.jpg,0
verification_dataset/authentic_BrandY/IMG_0814_png.rf.7479fd0ce0c3581b46ddff8a53307d9d_0.jpg,verification_dataset/authentic_BrandY/IMG_2106_png.rf.01cc709de67dd459c8980f52373ea174_1.jpg,1
verification_dataset/authentic_BrandZ/IMG_6135_png.rf.c8f85fdb26f83c442d439d2d0f5f91c2_1.jpg,verification_dataset/authentic_BrandZ/IMG_6825_png.rf.af558c1e1ae3da40c9c4d73902422231_1.jpg,1
verification_dataset/counterfeit_BrandZ/IMG_5388_png.rf.aea89ee38ef94354b095978bb8c8592c_0.jpg,verification_dataset/counterfeit_BrandY/IMG_1002_png.rf.cd45c293a18ab09c7673fd8543e8dedd_0.jpg,0
verification_dataset/authentic_BrandY/IMG_0514_png.rf.dd991acef1fd5b13bde9d093751f9a5b_0.jpg,verification_dataset/counterfeit_BrandZ/IMG_6657_png.rf.13cb68430a779b428a8ed203604fb194_1.jpg,0
verification_dataset/counterfeit_BrandY/IMG_1788_png.rf.215d5dc2efc3794d4153888cafd28567_1.jpg,verification_dataset/authentic_BrandX/IMG_5090_png.rf.517aa961a77c5d4a0779d1e2da30c93b_1.jpg,0
verification_dataset/counterfeit_BrandY/IMG_1439_png.rf.35b2a2c8465f5caa97940a141db86e20_0.jpg,verification_dataset/authentic_BrandY/IMG_0731_png.rf.90258240b50c55ff5b857acf70398848_0.jpg,0
verification_dataset/authentic_BrandZ/IMG_0795_png.rf.cdaa3735f8dc174afa4a1e63dbd134a4_0.jpg,verification_dataset/authentic_BrandZ/IMG_5513_png.rf.c50a2dc0aa3300a1c6027572c78a37f7_1.jpg,1
verification_dataset/counterfeit_BrandZ/IMG_5325_png.rf.2f8297e4de9df286467bde2e61adafb6_1.jpg,verification_dataset/counterfeit_BrandZ/IMG_1520_png.rf.23b77160c0eb1fce335b475d4bde7bd7_1.jpg,1
verification_dataset/authentic_BrandX/IMG_0505_png.rf.33f34857e584c7d71cc9561848343008_0.jpg,verification_dataset/authentic_BrandZ/IMG_6684_png.rf.231d940bc77ad79853a33c9ed8e82bc0_1.jpg,0
verification_dataset/authentic_BrandX/IMG_0579_png.rf.eaceb1b061de8ee48017f19ece26fb99_0.jpg,verification_dataset/authentic_BrandX/IMG_5596_png.rf.592275034a3b43aee5ceae6fd542be83_0.jpg,1
verification_dataset/counterfeit_BrandW/IMG_1270_png.rf.98df0a51663a5e1abc7655b6cfa8c721_0.jpg,verification_dataset/counterfeit_BrandX/IMG_5030_png.rf.73f81e39dd2fed88a3c87e473a6ac5b8_1.jpg,0
verification_dataset/authentic_BrandX/IMG_5587_png.rf.e7df29474b772f21558cf272d532d907_1.jpg,verification_dataset/authentic_BrandX/IMG_6350_png.rf.6a6451547fd1d4fcb5239a1b8a69513b_0.jpg,1
verification_dataset/authentic_BrandZ/IMG_5475-1-_png.rf.63b90fb15196bc17fea0d0dd3041b7c8_1.jpg,verification_dataset/authentic_BrandY/IMG_0826_png.rf.b7a95428236759518c92015c7bfc5430_0.jpg,0
verification_dataset/counterfeit_BrandZ/IMG_6930_png.rf.43a27157b0d1fd73f6a85d96e1fe2ce1_0.jpg,verification_dataset/authentic_BrandW/IMG_9778_png.rf.4ee855773228f1cc98665686225e979e_1.jpg,0
verification_dataset/counterfeit_BrandX/IMG_6340_png.rf.755b2f540983b3229cd59ba3323ab734_0.jpg,verification_dataset/authentic_BrandX/IMG_1692_png.rf.3de27b4730de359f3b8e80554ddad49a_0.jpg,0
verification_dataset/counterfeit_BrandX/IMG_1884_png.rf.816e5545e382c13153507fcfde62060f_1.jpg,verification_dataset/authentic_BrandZ/IMG_1032_png.rf.7ccc3591994b4cfabdacf2146049512d_1.jpg,0
verification_dataset/counterfeit_BrandX/IMG_1588_png.rf.30bd71d50c482968baa70cc64453b81a_1.jpg,verification_dataset/counterfeit_BrandX/IMG_5090_png.rf.517aa961a77c5d4a0779d1e2da30c93b_0.jpg,1
verification_dataset/authentic_BrandW/IMG_1113_png.rf.a91719275d36bd2b1ac363d36f13ff1b_1.jpg,verification_dataset/authentic_BrandW/IMG_0332_png.rf.c37ce9dceb2d8d23474e5f8dc347794b_0.jpg,1
verification_dataset/authentic_BrandX/IMG_0635_png.rf.7795f04512419d2d415cf69dd8d7b77e_0.jpg,verification_dataset/authentic_BrandX/IMG_1541_png.rf.3a8c83c4a9acbc36a625b3ee9d494d8c_0.jpg,1
verification_dataset/authentic_BrandX/IMG_0598_png.rf.637bd67e5d289d142a0a0bc5d6947f0c_1.jpg,verification_dataset/counterfeit_BrandX/IMG_5629_png.rf.1d44b74d194bacf84e7a30e73d937d5a_1.jpg,0
verification_dataset/counterfeit_BrandZ/IMG_5395_png.rf.651e371209516ef8a3f351cd4ac21da7_1.jpg,verification_dataset/counterfeit_BrandZ/IMG_1077_png.rf.ccce6e7ea15864950715bcb8114ee8ba_0.jpg,1
verification_dataset/counterfeit_BrandY/IMG_1339_png.rf.193dc7baa3466ba67d31ba1cbeddd6f3_1.jpg,verification_dataset/authentic_BrandX/IMG_1868_png.rf.a435178f2a9684b9e8e3f32ccc037b32_0.jpg,0
verification_dataset/counterfeit_BrandX/IMG_1770_png.rf.3ed008ddefd709abe37fe33d55d9a6d8_0.jpg,verification_dataset/counterfeit_BrandZ/IMG_5951_png.rf.10ff7240f692d95af897f40d8bab9da0_1.jpg,0
verification_dataset/authentic_BrandW/IMG_9629_png.rf.69e5eae2273f8cdb930775d0dcfcd95f_0.jpg,verification_dataset/authentic_BrandY/IMG_2087_png.rf.a9d79fda029f462b7fe36100098533bc_0.jpg,0
verification_dataset/authentic_BrandY/IMG_1960_png.rf.d7247fa1d51ac37c66306f6c4101ba57_0.jpg,verification_dataset/counterfeit_BrandY/IMG_1871_png.rf.c2f07aa3cf72c6487343880f7e882a0d_1.jpg,0
verification_dataset/authentic_BrandY/IMG_0681_png.rf.6353de4846fd04710652c0aee1b03582_1.jpg,verification_dataset/authentic_BrandY/IMG_2094_png.rf.3ac8600771e69f0553a79b7e1be49836_1.jpg,1
verification_dataset/authentic_BrandZ/IMG_1546_png.rf.e3afba7dd8b143395a2e1bf9f15b0cf8_0.jpg,verification_dataset/counterfeit_BrandY/IMG_0833_png.rf.92cc500a424edd36a422bbb9034721a4_0.jpg,0
verification_dataset/authentic_BrandX/IMG_6363_png.rf.b7456a84eebd865db4b6809782bf4d17_0.jpg,verification_dataset/authentic_BrandX/IMG_0580_png.rf.8c1043def87179790e0b63e5f726a248_0.jpg,1
verification_dataset/authentic_BrandX/IMG_1723_png.rf.42bd5df5b9ffd6bac4dd44c0c348b578_1.jpg,verification_dataset/authentic_BrandX/IMG_1554_png.rf.05c09c88c0f817ffe493744a6e7390c3_1.jpg,1
verification_dataset/authentic_BrandZ/IMG_1518_png.rf.41c5ba6fce08e4262f58253d9588292e_0.jpg,verification_dataset/authentic_BrandX/IMG_1611_png.rf.c08945d555ac7a7d50a5beaae4f7eafb_0.jpg,0
verification_dataset/counterfeit_BrandY/IMG_1318_png.rf.9ac4acb0243b2e72948f8728c628f785_1.jpg,verification_dataset/counterfeit_BrandY/IMG_2291_png.rf.855bd2a49b560fac35b4181191de95df_1.jpg,1
verification_dataset/counterfeit_BrandW/IMG_9927_png.rf.c261d15e8cde6487f0a429026bae9c1a_1.jpg,verification_dataset/counterfeit_BrandX/IMG_1609_png.rf.de97b1f823463386eeb22ea1b21ef92c_1.jpg,0
